header,content,image,link
จริงหรือ น้ำเกลือสำหรับใช้ภายนอกช่วยฆ่าเชื้อไวรัสได้,ดื่มน้ำเย็นไม่ดี,,https://cofact.org/article/1jalqx4t70wep
คนปลูกเห็ดไม่กินเห็ด  คนขายเห็ดไม่กินเห็ด    เห็ดมีอันตรายจริงหรือ,กินเม็ดฝรั่ง ระวังไส้ติ่งอักเสบ,,https://cofact.org/article/23350jae84983
อย. ยกเลิกเลขสารบบอาหาร ผลิตภัณฑ์เสริมอาหาร เซเว่น เดย์ เซเว่น ดี,งดอาหารเย็น ทำให้แก่ช้า,,https://cofact.org/article/2xhmllu0imc3n
จริงหรือ พบเชื้อโควิด บนอุปกรณ์ฟิตเนส สถานที่กักตัวของชาวฝรั่งเศส,ออกกำลังกายกลางแจ้ง ลดความเสี่ยงโรคหัวใจ,,https://cofact.org/article/1zto9yq2vrppe
อันตรายจากการใช้กระชายมากเกินไป   จริงหรือไม่,กินงาดำทุกวันเป็นยาอายุวัฒนะ,,https://cofact.org/article/14zvdjoqgveks
"หน้าฝนนี้ ให้ระวังโรคทางผิวหนัง ""โรคผื่นกุหลาบ"" โรคผิวหนังที่มีความสัมพันธ์กับการติดเชื้อไวรัส หากหญิงตั้งครรภ์แรกเริ่มติด อาจเสี่ยงแท้งได้ จริงหรือ",คนเป็นเบาหวานห้ามทานทุเรียน,,https://cofact.org/article/1rlfvs3wvnx0r
แก้วิธีการรักษา อาการตื่นมาฉี่บ่อย (nocturia) ของผู้สูงอายุ,กินอาหารตามกรูปเลือดสามารถลดน้ำหนักได้,,https://cofact.org/article/31zxzd48l533e
,น้ำขึ้นฉ่ายฝรั่งมีประโยชน์ด้านสุขภาพหลายอย่าง,,https://cofact.org/article/2sp2tsq7fgxwe
,ลดน้ําหนักเร่งด่วน 3 วัน 5 กิโลกรัม ด้วยวิธีการรีดไขมันแบบฮาร์ดคอร์ เน้นทานอาหารหลักๆ คือ น้ำส้ม นมสด ขนมปัง ไข่หรือปลา ผัก และมีผลไม้บางมื้อเท่านั้น,,https://cofact.org/article/1hfuawq0a5mm1
อย. ยกเลิกเลขสารบบอาหาร ผลิตภัณฑ์เสริมอาหาร เซเว่น เดย์ เซเว่น ดี,ผงฟูขัดผิวขาวได้,,https://cofact.org/article/1xt5ciik9gtar
น้ำมะพร้าว,มะขามเปียกขัดผิวขาวเนียนใสได้,,https://cofact.org/article/22jw4gs10im8c
,น้ำมันมะพร้าวสครับผิวให้ลื่น นุ่ม ชุ่มชื้น ลดอาการผิวแห้ง,,https://cofact.org/article/1uidcwz5ahnup
อย. ยกเลิกเลขสารบบอาหาร ผลิตภัณฑ์เสริมอาหาร เซเว่น เดย์ เซเว่น ดี,มะเขือเทศ ขัดผิวใสขาวได้,,https://cofact.org/article/vkugd5q7wjj8
อย. ยกเลิกเลขสารบบอาหาร ผลิตภัณฑ์เสริมอาหาร เซเว่น เดย์ เซเว่น ดี,มะนาวช่วยขัดผิวขาวได้,,https://cofact.org/article/3ebg9r8bmwg3b
รักษาความชุ่มชื้นของเยื่อเมือกลำคอ สามารถป้องกันโควิดได้ จริงหรือ,แตงกวา ฟื้นผิวให้ชุ่มชื้น,,https://cofact.org/article/op674u1jvqjk
